model,model_key,dataset,item_id,pressure_type,condition,alpha_star,binding_constraint_primary,binding_constraints_json,top1_binding,p_top_clean_binding,entropy_binding,max_prob_binding,kl_binding
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11236,correct_pressure,cctp_geometric_prob_min_alpha,0.93,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11236,correct_pressure,cctp_kl_projection_tau_005,0.79,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11236,correct_pressure,cctp_kl_projection_tau_010,0.7,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,wrong_pressure,cctp_logit_linear_min_alpha,0.95,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,wrong_pressure,cctp_tube_main,0.95,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,wrong_pressure,cctp_tube_strict,0.97,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,wrong_pressure,cctp_tube_loose,0.92,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,wrong_pressure,cctp_prob_linear_min_alpha,0.95,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,wrong_pressure,cctp_geometric_prob_min_alpha,0.95,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,wrong_pressure,cctp_kl_projection_tau_005,0.89,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,wrong_pressure,cctp_kl_projection_tau_010,0.85,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,correct_pressure,cctp_logit_linear_min_alpha,0.97,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,correct_pressure,cctp_tube_main,0.97,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,correct_pressure,cctp_tube_strict,0.98,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,correct_pressure,cctp_tube_loose,0.95,p_top_clean,"[""p_top_clean"", ""entropy""]",False,True,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,correct_pressure,cctp_prob_linear_min_alpha,0.94,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,correct_pressure,cctp_geometric_prob_min_alpha,0.97,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,correct_pressure,cctp_kl_projection_tau_005,0.93,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_4490,correct_pressure,cctp_kl_projection_tau_010,0.91,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,wrong_pressure,cctp_logit_linear_min_alpha,0.51,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,wrong_pressure,cctp_tube_main,0.51,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,wrong_pressure,cctp_tube_strict,0.52,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,wrong_pressure,cctp_tube_loose,0.49,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,wrong_pressure,cctp_prob_linear_min_alpha,0.97,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,wrong_pressure,cctp_geometric_prob_min_alpha,0.51,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,wrong_pressure,cctp_kl_projection_tau_005,0.49,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,wrong_pressure,cctp_kl_projection_tau_010,0.47,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,correct_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,correct_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,correct_pressure,cctp_tube_strict,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,correct_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,correct_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,correct_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,correct_pressure,cctp_kl_projection_tau_005,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6999,correct_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,wrong_pressure,cctp_logit_linear_min_alpha,0.72,p_top_clean,"[""p_top_clean"", ""entropy"", ""KL""]",False,True,True,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,wrong_pressure,cctp_tube_main,0.72,p_top_clean,"[""p_top_clean"", ""entropy"", ""KL""]",False,True,True,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,wrong_pressure,cctp_tube_strict,0.79,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,wrong_pressure,cctp_tube_loose,0.71,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,wrong_pressure,cctp_prob_linear_min_alpha,0.95,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,wrong_pressure,cctp_geometric_prob_min_alpha,0.72,p_top_clean,"[""p_top_clean"", ""entropy"", ""KL""]",False,True,True,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,wrong_pressure,cctp_kl_projection_tau_005,0.79,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,wrong_pressure,cctp_kl_projection_tau_010,0.72,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,correct_pressure,cctp_logit_linear_min_alpha,0.97,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,correct_pressure,cctp_tube_main,0.97,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,correct_pressure,cctp_tube_strict,0.99,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,correct_pressure,cctp_tube_loose,0.94,top1_clean_match,"[""top1_clean_match"", ""p_top_clean""]",True,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,correct_pressure,cctp_prob_linear_min_alpha,0.89,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,correct_pressure,cctp_geometric_prob_min_alpha,0.97,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,correct_pressure,cctp_kl_projection_tau_005,0.94,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9905,correct_pressure,cctp_kl_projection_tau_010,0.91,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,wrong_pressure,cctp_logit_linear_min_alpha,0.55,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,wrong_pressure,cctp_tube_main,0.55,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,wrong_pressure,cctp_tube_strict,0.57,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,wrong_pressure,cctp_tube_loose,0.53,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,wrong_pressure,cctp_prob_linear_min_alpha,0.97,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,wrong_pressure,cctp_geometric_prob_min_alpha,0.55,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,wrong_pressure,cctp_kl_projection_tau_005,0.52,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,wrong_pressure,cctp_kl_projection_tau_010,0.49,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,correct_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,correct_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,correct_pressure,cctp_tube_strict,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,correct_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,correct_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,correct_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,correct_pressure,cctp_kl_projection_tau_005,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_11686,correct_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,wrong_pressure,cctp_logit_linear_min_alpha,0.85,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,wrong_pressure,cctp_tube_main,0.85,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,wrong_pressure,cctp_tube_strict,0.89,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,wrong_pressure,cctp_tube_loose,0.82,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,wrong_pressure,cctp_prob_linear_min_alpha,0.97,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,wrong_pressure,cctp_geometric_prob_min_alpha,0.85,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,wrong_pressure,cctp_kl_projection_tau_005,0.79,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,wrong_pressure,cctp_kl_projection_tau_010,0.74,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,correct_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,correct_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,correct_pressure,cctp_tube_strict,0.32,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,correct_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,correct_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,correct_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,correct_pressure,cctp_kl_projection_tau_005,0.32,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_9283,correct_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,wrong_pressure,cctp_logit_linear_min_alpha,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,wrong_pressure,cctp_tube_main,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,wrong_pressure,cctp_tube_strict,0.95,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,wrong_pressure,cctp_tube_loose,0.89,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,wrong_pressure,cctp_prob_linear_min_alpha,0.92,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,wrong_pressure,cctp_geometric_prob_min_alpha,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,wrong_pressure,cctp_kl_projection_tau_005,0.9,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,wrong_pressure,cctp_kl_projection_tau_010,0.86,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,correct_pressure,cctp_logit_linear_min_alpha,0.95,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,correct_pressure,cctp_tube_main,0.95,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,correct_pressure,cctp_tube_strict,0.95,top1_clean_match,"[""top1_clean_match"", ""p_top_clean""]",True,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,correct_pressure,cctp_tube_loose,0.95,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,correct_pressure,cctp_prob_linear_min_alpha,0.96,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,correct_pressure,cctp_geometric_prob_min_alpha,0.95,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,correct_pressure,cctp_kl_projection_tau_005,0.75,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_121,correct_pressure,cctp_kl_projection_tau_010,0.66,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,wrong_pressure,cctp_logit_linear_min_alpha,0.95,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,wrong_pressure,cctp_tube_main,0.95,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,wrong_pressure,cctp_tube_strict,0.97,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,wrong_pressure,cctp_tube_loose,0.88,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,wrong_pressure,cctp_prob_linear_min_alpha,0.95,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,wrong_pressure,cctp_geometric_prob_min_alpha,0.95,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,wrong_pressure,cctp_kl_projection_tau_005,0.82,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,wrong_pressure,cctp_kl_projection_tau_010,0.75,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,correct_pressure,cctp_logit_linear_min_alpha,0.96,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,correct_pressure,cctp_tube_main,0.96,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,correct_pressure,cctp_tube_strict,0.97,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,correct_pressure,cctp_tube_loose,0.95,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,correct_pressure,cctp_prob_linear_min_alpha,0.9,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,correct_pressure,cctp_geometric_prob_min_alpha,0.96,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,correct_pressure,cctp_kl_projection_tau_005,0.95,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5337,correct_pressure,cctp_kl_projection_tau_010,0.93,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,wrong_pressure,cctp_logit_linear_min_alpha,0.99,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,wrong_pressure,cctp_tube_main,0.99,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,wrong_pressure,cctp_tube_strict,0.99,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,wrong_pressure,cctp_tube_loose,0.99,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,wrong_pressure,cctp_prob_linear_min_alpha,0.96,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,wrong_pressure,cctp_geometric_prob_min_alpha,0.99,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,wrong_pressure,cctp_kl_projection_tau_005,0.94,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,wrong_pressure,cctp_kl_projection_tau_010,0.91,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,correct_pressure,cctp_logit_linear_min_alpha,0.91,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,correct_pressure,cctp_tube_main,0.91,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,correct_pressure,cctp_tube_strict,0.94,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,correct_pressure,cctp_tube_loose,0.86,top1_clean_match,"[""top1_clean_match"", ""p_top_clean""]",True,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,correct_pressure,cctp_prob_linear_min_alpha,0.88,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,correct_pressure,cctp_geometric_prob_min_alpha,0.91,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,correct_pressure,cctp_kl_projection_tau_005,0.92,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_8873,correct_pressure,cctp_kl_projection_tau_010,0.89,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,wrong_pressure,cctp_logit_linear_min_alpha,0.58,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,wrong_pressure,cctp_tube_main,0.58,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,wrong_pressure,cctp_tube_strict,0.6,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,wrong_pressure,cctp_tube_loose,0.57,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,wrong_pressure,cctp_prob_linear_min_alpha,0.97,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,wrong_pressure,cctp_geometric_prob_min_alpha,0.58,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,wrong_pressure,cctp_kl_projection_tau_005,0.56,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,wrong_pressure,cctp_kl_projection_tau_010,0.54,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,correct_pressure,cctp_logit_linear_min_alpha,0.6,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,correct_pressure,cctp_tube_main,0.6,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,correct_pressure,cctp_tube_strict,0.62,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,correct_pressure,cctp_tube_loose,0.59,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,correct_pressure,cctp_prob_linear_min_alpha,0.97,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,correct_pressure,cctp_geometric_prob_min_alpha,0.6,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,correct_pressure,cctp_kl_projection_tau_005,0.59,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_5070,correct_pressure,cctp_kl_projection_tau_010,0.56,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,wrong_pressure,cctp_logit_linear_min_alpha,0.99,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,wrong_pressure,cctp_tube_main,0.99,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,wrong_pressure,cctp_tube_strict,1.0,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,wrong_pressure,cctp_tube_loose,0.98,top1_clean_match,"[""top1_clean_match"", ""p_top_clean""]",True,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,wrong_pressure,cctp_prob_linear_min_alpha,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,wrong_pressure,cctp_geometric_prob_min_alpha,0.99,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,wrong_pressure,cctp_kl_projection_tau_005,0.96,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,wrong_pressure,cctp_kl_projection_tau_010,0.94,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,correct_pressure,cctp_logit_linear_min_alpha,0.73,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,correct_pressure,cctp_tube_main,0.73,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,correct_pressure,cctp_tube_strict,0.8,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,correct_pressure,cctp_tube_loose,0.66,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,correct_pressure,cctp_prob_linear_min_alpha,0.95,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,correct_pressure,cctp_geometric_prob_min_alpha,0.73,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,correct_pressure,cctp_kl_projection_tau_005,0.73,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_1224,correct_pressure,cctp_kl_projection_tau_010,0.65,KL,"[""KL""]",False,False,False,False,True
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6477,wrong_pressure,cctp_logit_linear_min_alpha,0.63,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6477,wrong_pressure,cctp_tube_main,0.63,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6477,wrong_pressure,cctp_tube_strict,0.65,entropy,"[""entropy""]",False,False,True,False,False
Mistral-7B,mistral_7b,mmlu_pro,mmlu_pro_6477,wrong_pressure,cctp_tube_loose,0.62,entropy,"[""entropy""]",False,False,True,False,False
